job_id,country,employment_type,required_experience,required_education,industry,function,mentions_salary,telecommuting,has_company_logo,has_questions,fraudulent,from_US,industry_SWOE,function_SWOE
9752,US,Contract,Unspecified,Unspecified,Real Estate,Unspecified,0,0,0,0,1,1,-1.843491945,-2.898919407
9753,CA,Full-time,Associate,Unspecified,Computer Software,Finance,0,0,1,1,0,0,-5.60491141,-2.351014509
9754,US,Contract,Unspecified,Unspecified,Real Estate,Unspecified,0,0,0,0,1,1,-1.843491945,-2.898919407
9755,GB,Full-time,Entry level,Unspecified,Automotive,Writing/Editing,1,0,1,1,0,0,-3.134094473,-7.917538129
9756,US,Full-time,Entry level,Bachelor's Degree,Internet,Information Technology,0,0,1,1,0,1,-9.996358046,-3.981639589
9757,US,Contract,Unspecified,Unspecified,Real Estate,Unspecified,0,0,0,0,1,1,-1.843491945,-2.898919407
9758,US,Contract,Unspecified,Unspecified,Real Estate,Unspecified,0,0,0,0,1,1,-1.843491945,-2.898919407
9759,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9760,US,Full-time,Unspecified,Bachelor's Degree,Computer Software,Engineering,0,0,1,1,0,1,-5.60491141,-2.391780105
9761,US,Contract,Unspecified,Unspecified,Real Estate,Unspecified,0,0,0,0,1,1,-1.843491945,-2.898919407
9762,US,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Human Resources,1,1,1,0,0,1,-9.996358046,-3.080366137
9763,US,Full-time,Executive,Master's Degree,Hospital & Health Care,Administrative,0,0,0,0,0,1,-2.169675367,-1.458699604
9764,IN,Part-time,Internship,Bachelor's Degree,Computer Software,Engineering,1,0,1,0,0,0,-5.60491141,-2.391780105
9765,US,Contract,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Information Technology,0,0,1,1,0,1,-2.169675367,-3.981639589
9766,US,Full-time,Unspecified,Unspecified,Unspecified,Sales,0,0,1,0,0,1,-2.823138472,-3.549243538
9767,CA,Full-time,Associate,High School or equivalent,Wireless,Sales,0,0,0,0,0,0,-4.627257123,-3.549243538
9768,US,Full-time,Executive,Bachelor's Degree,Packaging and Containers,Finance,0,0,1,1,0,1,-4.811207611,-2.351014509
9769,GB,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9770,US,Full-time,Associate,High School or equivalent,Marketing and Advertising,Administrative,1,0,1,1,0,1,-2.856609018,-1.458699604
9771,AU,Full-time,Unspecified,Unspecified,Financial Services,Unspecified,1,0,1,1,0,0,-3.056588271,-2.898919407
9772,US,Full-time,Entry level,Bachelor's Degree,Staffing and Recruiting,Administrative,0,0,1,1,0,1,-2.701610506,-1.458699604
9773,US,Full-time,Entry level,Unspecified,Construction,Unspecified,0,0,0,0,0,1,-3.934917469,-2.898919407
9774,US,Full-time,Entry level,High School or equivalent,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
9775,TT,Full-time,Mid-Senior level,Bachelor's Degree,Financial Services,Information Technology,0,0,1,1,0,0,-3.056588271,-3.981639589
9776,US,Full-time,Unspecified,Associate Degree,Retail,Management,1,0,1,0,0,1,-3.769772449,-3.943048543
9777,US,Full-time,Mid-Senior level,Unspecified,Banking,Business Development,0,1,0,0,0,1,-3.291500398,-2.806386024
9778,US,Part-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
9779,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9780,RO,Full-time,Director,Bachelor's Degree,Farming,Management,0,0,1,1,0,0,-6.244489818,-3.943048543
9781,US,Full-time,Entry level,Bachelor's Degree,Human Resources,Human Resources,1,0,1,1,0,1,-2.834459249,-3.080366137
9782,US,Contract,Mid-Senior level,Bachelor's Degree,Law Enforcement,Other,1,0,0,0,0,1,-5.421035692,-2.216166691
9783,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9784,GR,Full-time,Mid-Senior level,Bachelor's Degree,Farming,Sales,0,0,1,1,0,0,-6.244489818,-3.549243538
9785,US,Part-time,Entry level,High School or equivalent,Building Materials,Other,0,0,0,0,0,1,-4.308790063,-2.216166691
9786,US,Full-time,Mid-Senior level,Bachelor's Degree,Sports,Management,0,0,1,0,0,1,-6.20358694,-3.943048543
9787,GR,Full-time,Mid-Senior level,Master's Degree,Marketing and Advertising,Marketing,0,0,1,0,0,0,-2.856609018,-4.403047312
9788,CA,Part-time,Unspecified,Unspecified,Transportation/Trucking/Railroad,Unspecified,0,0,1,1,0,0,-2.816247479,-2.898919407
9789,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,1,0,1,-3.972869919,-3.549243538
9790,GB,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,0,0,0,-3.972869919,-3.981639589
9791,GB,Full-time,Not Applicable,High School or equivalent,Unspecified,Distribution,0,0,1,1,0,0,-2.823138472,-1.974210465
9792,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9793,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
9794,US,Full-time,Entry level,High School or equivalent,Insurance,Customer Service,0,0,1,0,0,1,-2.970474687,-2.853301252
9795,SE,Full-time,Mid-Senior level,Bachelor's Degree,Design,Art/Creative,0,0,1,0,0,0,-3.437567297,-4.835137309
9796,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9797,US,Full-time,Associate,Bachelor's Degree,Accounting,Accounting/Auditing,0,0,1,0,0,1,-0.590358018,-1.84570792
9798,NL,Full-time,Internship,Associate Degree,Marketing and Advertising,Marketing,0,0,1,0,0,0,-2.856609018,-4.403047312
9799,US,Full-time,Associate,Unspecified,Internet,Administrative,1,0,1,1,0,1,-9.996358046,-1.458699604
9800,GB,Full-time,Associate,Bachelor's Degree,Online Media,Writing/Editing,0,0,1,1,0,0,-4.567343235,-7.917538129
9801,US,Full-time,Mid-Senior level,Unspecified,Unspecified,Information Technology,0,0,1,1,0,1,-2.823138472,-3.981639589
9802,US,Full-time,Unspecified,Unspecified,Building Materials,Sales,0,0,1,0,0,1,-4.308790063,-3.549243538
9803,DE,Full-time,Entry level,Bachelor's Degree,Computer Software,Information Technology,0,0,1,1,0,0,-5.60491141,-3.981639589
9804,US,Full-time,Director,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0,0,0,1,0,1,-2.169675367,-5.775604967
9805,US,Full-time,Associate,Master's Degree,Electrical/Electronic Manufacturing,Business Analyst,0,0,1,1,0,1,-2.849472949,-4.382942415
9806,SE,Contract,Associate,Bachelor's Degree,Research,Research,0,0,1,0,0,0,-6.427134843,-6.958428728
9807,US,Full-time,Unspecified,Unspecified,Warehousing,Manufacturing,0,0,1,0,0,1,-3.883577873,-3.572720143
9808,GB,Full-time,Associate,Professional,Financial Services,Legal,0,0,1,1,0,0,-3.056588271,-6.897744692
9809,GR,Full-time,Mid-Senior level,Unspecified,Unspecified,Unspecified,0,0,0,0,0,0,-2.823138472,-2.898919407
9810,GR,Full-time,Unspecified,Unspecified,Telecommunications,Information Technology,0,0,1,0,0,0,-2.498791322,-3.981639589
9811,ID,Full-time,Mid-Senior level,Associate Degree,Design,Design,0,0,1,0,0,0,-3.437567297,-4.708274573
9812,NL,Full-time,Mid-Senior level,Unspecified,Marketing and Advertising,Design,0,0,1,0,0,0,-2.856609018,-4.708274573
9813,GR,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9814,GB,Full-time,Unspecified,Unspecified,Unspecified,Customer Service,0,0,1,0,0,0,-2.823138472,-2.853301252
9815,US,Full-time,Associate,Unspecified,Staffing and Recruiting,Sales,0,1,1,0,0,1,-2.701610506,-3.549243538
9816,MT,Full-time,Not Applicable,High School or equivalent,Gambling & Casinos,Customer Service,1,0,0,0,0,0,-6.787626341,-2.853301252
9817,LU,Full-time,Unspecified,Bachelor's Degree,Computer Software,Information Technology,0,0,1,0,0,0,-5.60491141,-3.981639589
9818,US,Temporary,Entry level,High School or equivalent,Veterinary,Customer Service,0,0,1,1,0,1,-5.219381722,-2.853301252
9819,CA,Full-time,Unspecified,Unspecified,Information Technology and Services,Information Technology,1,0,0,0,0,0,-3.972869919,-3.981639589
9820,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9821,GB,Contract,Unspecified,Unspecified,"Health, Wellness and Fitness",Administrative,1,0,1,1,0,0,-2.015685175,-1.458699604
9822,CA,Full-time,Executive,Unspecified,Telecommunications,Management,0,0,1,1,0,0,-2.498791322,-3.943048543
9823,GR,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Consulting,0,0,1,0,0,0,-3.972869919,-3.550086188
9824,US,Full-time,Mid-Senior level,Bachelor's Degree,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
9825,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9826,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9827,JP,Full-time,Not Applicable,Unspecified,Marketing and Advertising,Business Development,0,0,1,0,0,0,-2.856609018,-2.806386024
9828,US,Full-time,Associate,Bachelor's Degree,Computer Software,Engineering,1,1,1,1,0,1,-5.60491141,-2.391780105
9829,GB,Unspecified,Mid-Senior level,Unspecified,Banking,Information Technology,0,0,1,0,0,0,-3.291500398,-3.981639589
9830,US,Full-time,Associate,Unspecified,Oil & Energy,Unspecified,0,0,1,1,0,1,-0.495323056,-2.898919407
9831,DE,Full-time,Mid-Senior level,Master's Degree,E-Learning,Engineering,0,0,1,1,0,0,-4.209827054,-2.391780105
9832,US,Full-time,Mid-Senior level,High School or equivalent,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
9833,AU,Full-time,Entry level,Unspecified,Financial Services,Administrative,1,0,1,0,0,0,-3.056588271,-1.458699604
9834,US,Full-time,Director,Master's Degree,Marketing and Advertising,Engineering,0,0,1,1,1,1,-2.856609018,-2.391780105
9835,US,Full-time,Director,Master's Degree,Marketing and Advertising,Engineering,0,0,1,1,1,1,-2.856609018,-2.391780105
9836,US,Full-time,Associate,Bachelor's Degree,"Leisure, Travel & Tourism",Sales,1,0,1,1,0,1,-0.977660261,-3.549243538
9837,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9838,US,Full-time,Associate,Unspecified,Financial Services,Sales,0,0,1,0,0,1,-3.056588271,-3.549243538
9839,CA,Full-time,Unspecified,Unspecified,Human Resources,Human Resources,0,0,1,1,0,0,-2.834459249,-3.080366137
9840,US,Contract,Associate,Bachelor's Degree,Computer Software,Information Technology,0,1,0,0,0,1,-5.60491141,-3.981639589
9841,GB,Unspecified,Not Applicable,Unspecified,"Health, Wellness and Fitness",Unspecified,0,0,1,1,0,0,-2.015685175,-2.898919407
9842,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,0,0,1,1,1,1,-2.856609018,-3.981639589
9843,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Consulting,0,0,1,1,1,1,-2.856609018,-3.550086188
9844,SG,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9845,IE,Temporary,Associate,Unspecified,Airlines/Aviation,Training,0,0,1,0,0,0,-4.095068015,-6.689872209
9846,IN,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0,0,1,1,1,0,-2.856609018,-2.391780105
9847,GB,Unspecified,Not Applicable,High School or equivalent,Human Resources,Human Resources,0,0,1,1,0,0,-2.834459249,-3.080366137
9848,US,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Engineering,0,0,1,1,1,1,-2.856609018,-2.391780105
9849,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9850,US,Full-time,Executive,Bachelor's Degree,Information Technology and Services,Sales,0,0,1,1,0,1,-3.972869919,-3.549243538
9851,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9852,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9853,CA,Full-time,Unspecified,Unspecified,Information Technology and Services,Project Management,0,0,1,1,0,0,-3.972869919,-2.851360103
9854,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9855,US,Full-time,Unspecified,Bachelor's Degree,Oil & Energy,Engineering,0,0,1,1,0,1,-0.495323056,-2.391780105
9856,US,Full-time,Entry level,High School or equivalent,Facilities Services,Customer Service,0,0,1,0,0,1,-3.815002963,-2.853301252
9857,CA,Full-time,Associate,Bachelor's Degree,Legal Services,Sales,0,0,1,1,0,0,-7.612026365,-3.549243538
9858,AU,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,0,0,0,-3.972869919,-3.981639589
9859,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9860,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9861,GR,Full-time,Mid-Senior level,Bachelor's Degree,Gambling & Casinos,Marketing,0,0,0,1,0,0,-6.787626341,-4.403047312
9862,US,Full-time,Director,Unspecified,Information Technology and Services,Unspecified,1,0,0,0,0,1,-3.972869919,-2.898919407
9863,US,Full-time,Unspecified,Unspecified,Performing Arts,Marketing,0,0,0,0,0,1,-4.401665189,-4.403047312
9864,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
9865,US,Contract,Associate,Unspecified,Information Technology and Services,Information Technology,1,0,1,1,0,1,-3.972869919,-3.981639589
9866,US,Full-time,Associate,Unspecified,Management Consulting,Data Analyst,0,0,1,1,0,1,-3.028126795,-2.970504436
9867,GB,Other,Not Applicable,Unspecified,"Leisure, Travel & Tourism",Other,0,1,1,1,0,0,-0.977660261,-2.216166691
9868,GR,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9869,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9870,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9871,PL,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9872,US,Full-time,Mid-Senior level,Unspecified,Financial Services,Unspecified,0,0,1,0,0,1,-3.056588271,-2.898919407
9873,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9874,AU,Full-time,Mid-Senior level,Unspecified,Hospital & Health Care,Unspecified,0,0,1,1,0,0,-2.169675367,-2.898919407
9875,CH,Full-time,Internship,Bachelor's Degree,Internet,Design,0,0,1,1,0,0,-9.996358046,-4.708274573
9876,GB,Unspecified,Not Applicable,High School or equivalent,Unspecified,Administrative,0,0,1,0,0,0,-2.823138472,-1.458699604
9877,NL,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,0,-2.823138472,-2.898919407
9878,GB,Full-time,Unspecified,Unspecified,Consumer Services,Customer Service,0,0,1,0,0,0,-2.633916062,-2.853301252
9879,US,Full-time,Mid-Senior level,High School or equivalent,Oil & Energy,Other,1,0,1,1,1,1,-0.495323056,-2.216166691
9880,US,Full-time,Unspecified,Bachelor's Degree,Marketing and Advertising,Business Development,0,0,0,0,0,1,-2.856609018,-2.806386024
9881,CA,Full-time,Mid-Senior level,Bachelor's Degree,Food Production,Unspecified,1,0,1,0,0,0,-3.735790633,-2.898919407
9882,US,Full-time,Associate,High School or equivalent,Banking,Customer Service,0,0,1,1,0,1,-3.291500398,-2.853301252
9883,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9884,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
9885,US,Full-time,Associate,Unspecified,Consumer Services,Unspecified,0,0,1,0,0,1,-2.633916062,-2.898919407
9886,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9887,US,Full-time,Mid-Senior level,Unspecified,Machinery,Engineering,0,0,0,0,0,1,-5.508415548,-2.391780105
9888,GR,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
9889,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
9890,GR,Full-time,Entry level,Unspecified,Events Services,Administrative,0,0,1,1,0,0,-6.958428728,-1.458699604
9891,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9892,IE,Full-time,Unspecified,Unspecified,Telecommunications,Unspecified,0,0,1,1,0,0,-2.498791322,-2.898919407
9893,US,Full-time,Entry level,High School or equivalent,Financial Services,Customer Service,0,0,1,0,0,1,-3.056588271,-2.853301252
9894,US,Full-time,Associate,Unspecified,Hospital & Health Care,Health Care Provider,0,0,0,0,0,1,-2.169675367,-5.775604967
9895,US,Full-time,Mid-Senior level,Bachelor's Degree,Computer Software,Marketing,0,0,1,1,0,1,-5.60491141,-4.403047312
9896,US,Full-time,Entry level,Unspecified,Marketing and Advertising,Unspecified,0,0,1,0,0,1,-2.856609018,-2.898919407
9897,US,Full-time,Executive,Bachelor's Degree,Financial Services,Information Technology,0,0,1,0,0,1,-3.056588271,-3.981639589
9898,NZ,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Information Technology,1,0,1,1,0,0,-3.972869919,-3.981639589
9899,GB,Full-time,Unspecified,Unspecified,Airlines/Aviation,Unspecified,0,0,1,0,0,0,-4.095068015,-2.898919407
9900,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9901,US,Part-time,Internship,Some College Coursework Completed,Food Production,Quality Assurance,0,0,1,1,0,1,-3.735790633,-7.745619564
9902,GB,Full-time,Not Applicable,High School or equivalent,Warehousing,Unspecified,0,0,1,1,0,0,-3.883577873,-2.898919407
9903,US,Full-time,Entry level,High School or equivalent,Telecommunications,Customer Service,1,0,1,0,0,1,-2.498791322,-2.853301252
9904,US,Full-time,Associate,Bachelor's Degree,Internet,Information Technology,0,0,1,1,0,1,-9.996358046,-3.981639589
9905,US,Full-time,Unspecified,Bachelor's Degree,Computer & Network Security,Unspecified,0,0,1,1,0,1,-2.186507503,-2.898919407
9906,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9907,US,Full-time,Unspecified,Unspecified,Building Materials,Unspecified,0,0,1,0,0,1,-4.308790063,-2.898919407
9908,US,Full-time,Associate,Unspecified,Design,Unspecified,0,0,1,0,0,1,-3.437567297,-2.898919407
9909,PH,Full-time,Unspecified,Master's Degree,Staffing and Recruiting,Design,0,0,1,0,0,0,-2.701610506,-4.708274573
9910,US,Full-time,Associate,Bachelor's Degree,Graphic Design,Art/Creative,0,0,1,1,0,1,-6.522592019,-4.835137309
9911,US,Full-time,Mid-Senior level,Bachelor's Degree,Facilities Services,Manufacturing,0,0,0,0,0,1,-3.815002963,-3.572720143
9912,US,Part-time,Unspecified,Unspecified,Consumer Services,Unspecified,1,0,0,1,0,1,-2.633916062,-2.898919407
9913,US,Contract,Unspecified,Unspecified,Telecommunications,Consulting,0,0,1,0,0,1,-2.498791322,-3.550086188
9914,IN,Part-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
9915,US,Part-time,Unspecified,Unspecified,Environmental Services,Unspecified,0,0,1,1,0,1,-2.734488544,-2.898919407
9916,GB,Temporary,Internship,High School or equivalent,Internet,Unspecified,1,0,1,1,0,0,-9.996358046,-2.898919407
9917,AU,Full-time,Unspecified,Unspecified,Financial Services,Unspecified,1,0,1,1,0,0,-3.056588271,-2.898919407
9918,US,Full-time,Unspecified,Unspecified,Consumer Services,Sales,1,0,1,0,0,1,-2.633916062,-3.549243538
9919,GB,Full-time,Unspecified,Unspecified,Computer Software,Unspecified,0,0,1,0,0,0,-5.60491141,-2.898919407
9920,CA,Full-time,Not Applicable,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,1,0,0,-3.972869919,-3.981639589
9921,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9922,US,Full-time,Unspecified,Unspecified,Marketing and Advertising,Production,0,0,1,0,0,1,-2.856609018,-7.789313116
9923,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9924,GB,Full-time,Mid-Senior level,Unspecified,Events Services,Unspecified,0,0,1,0,0,0,-6.958428728,-2.898919407
9925,NZ,Full-time,Mid-Senior level,Unspecified,Computer Software,Information Technology,0,0,1,1,0,0,-5.60491141,-3.981639589
9926,Unspecified,Full-time,Unspecified,Unspecified,Unspecified,Customer Service,0,1,1,1,0,0,-2.823138472,-2.853301252
9927,US,Contract,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,1,-2.823138472,-2.898919407
9928,LV,Full-time,Associate,Bachelor's Degree,Information Technology and Services,Engineering,0,0,1,0,0,0,-3.972869919,-2.391780105
9929,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,0,0,1,-2.823138472,-2.898919407
9930,BE,Full-time,Associate,Unspecified,Events Services,Sales,0,0,1,0,0,0,-6.958428728,-3.549243538
9931,GB,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,1,1,0,0,-2.823138472,-2.898919407
9932,GR,Full-time,Mid-Senior level,Certification,Telecommunications,Customer Service,0,0,1,0,0,0,-2.498791322,-2.853301252
9933,NL,Full-time,Unspecified,Unspecified,Events Services,Business Development,0,0,1,0,0,0,-6.958428728,-2.806386024
9934,US,Full-time,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9935,US,Full-time,Entry level,High School or equivalent,Information Technology and Services,Information Technology,1,0,1,0,0,1,-3.972869919,-3.981639589
9936,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9937,US,Full-time,Associate,Bachelor's Degree,Hospital & Health Care,Information Technology,0,0,1,0,0,1,-2.169675367,-3.981639589
9938,US,Full-time,Entry level,Unspecified,Unspecified,Customer Service,0,0,0,1,0,1,-2.823138472,-2.853301252
9939,IN,Full-time,Director,Master's Degree,Aviation & Aerospace,Management,0,0,1,1,0,0,-6.244489818,-3.943048543
9940,US,Full-time,Associate,Unspecified,Construction,Other,0,0,1,1,0,1,-3.934917469,-2.216166691
9941,US,Full-time,Unspecified,Unspecified,Building Materials,Sales,0,0,1,0,0,1,-4.308790063,-3.549243538
9942,KE,Full-time,Associate,Bachelor's Degree,Aviation & Aerospace,Engineering,0,0,1,1,0,0,-6.244489818,-2.391780105
9943,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,0,0,1,-9.740450581,-2.898919407
9944,US,Full-time,Not Applicable,Certification,Hospital & Health Care,Health Care Provider,0,0,0,0,0,1,-2.169675367,-5.775604967
9945,US,Full-time,Mid-Senior level,Bachelor's Degree,Electrical/Electronic Manufacturing,Manufacturing,0,0,0,0,0,1,-2.849472949,-3.572720143
9946,US,Full-time,Entry level,Certification,Medical Practice,Health Care Provider,1,0,0,0,0,1,-4.046239381,-5.775604967
9947,US,Unspecified,Unspecified,Unspecified,Unspecified,Other,0,0,1,1,0,1,-2.823138472,-2.216166691
9948,NL,Full-time,Unspecified,Master's Degree,Events Services,Finance,0,0,1,0,0,0,-6.958428728,-2.351014509
9949,US,Full-time,Mid-Senior level,Bachelor's Degree,Internet,Quality Assurance,0,0,0,0,0,1,-9.996358046,-7.745619564
9950,MX,Full-time,Mid-Senior level,Bachelor's Degree,Automotive,Engineering,0,0,1,1,0,0,-3.134094473,-2.391780105
9951,US,Unspecified,Unspecified,Unspecified,Unspecified,Unspecified,0,0,0,0,0,1,-2.823138472,-2.898919407
9952,GR,Full-time,Mid-Senior level,Bachelor's Degree,Marketing and Advertising,Information Technology,1,0,0,0,0,0,-2.856609018,-3.981639589
9953,GB,Unspecified,Unspecified,Bachelor's Degree,Unspecified,Unspecified,0,1,0,1,0,0,-2.823138472,-2.898919407
9954,NL,Full-time,Unspecified,Unspecified,Marketing and Advertising,Production,0,0,1,0,0,0,-2.856609018,-7.789313116
9955,US,Contract,Unspecified,Unspecified,Unspecified,Unspecified,0,1,1,0,0,1,-2.823138472,-2.898919407
9956,GB,Part-time,Not Applicable,Unspecified,Retail,Unspecified,0,0,1,1,0,0,-3.769772449,-2.898919407
9957,US,Full-time,Mid-Senior level,Unspecified,Unspecified,Engineering,0,0,0,1,0,1,-2.823138472,-2.391780105
9958,US,Contract,Unspecified,Bachelor's Degree,Education Management,Unspecified,0,0,1,1,0,1,-9.740450581,-2.898919407
9959,CA,Full-time,Unspecified,Unspecified,Information Technology and Services,Information Technology,0,0,1,1,0,0,-3.972869919,-3.981639589
9960,IN,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
9961,US,Full-time,Unspecified,Unspecified,Facilities Services,Unspecified,0,0,0,0,0,1,-3.815002963,-2.898919407
9962,DE,Other,Unspecified,Unspecified,E-Learning,Writing/Editing,0,0,1,1,0,0,-4.209827054,-7.917538129
9963,US,Full-time,Mid-Senior level,Bachelor's Degree,Hospital & Health Care,Health Care Provider,0,0,0,0,0,1,-2.169675367,-5.775604967
9964,US,Unspecified,Unspecified,Unspecified,Computer Software,Unspecified,0,0,1,0,0,1,-5.60491141,-2.898919407
9965,DE,Full-time,Associate,Bachelor's Degree,Electrical/Electronic Manufacturing,Information Technology,1,0,1,1,0,0,-2.849472949,-3.981639589
9966,US,Full-time,Mid-Senior level,Unspecified,Computer Software,Information Technology,0,1,1,0,0,1,-5.60491141,-3.981639589
9967,GB,Temporary,Unspecified,Certification,Hospital & Health Care,Training,0,0,1,1,0,0,-2.169675367,-6.689872209
9968,US,Full-time,Entry level,Bachelor's Degree,Computer Software,Sales,0,0,1,1,0,1,-5.60491141,-3.549243538
9969,US,Full-time,Mid-Senior level,Bachelor's Degree,Information Technology and Services,Engineering,0,0,1,0,1,1,-3.972869919,-2.391780105
9970,US,Full-time,Mid-Senior level,Bachelor's Degree,Outsourcing/Offshoring,Unspecified,0,0,1,0,0,1,-2.894588944,-2.898919407
9971,IN,Full-time,Entry level,Bachelor's Degree,Information Technology and Services,Information Technology,0,0,1,0,0,0,-3.972869919,-3.981639589
9972,US,Full-time,Director,Master's Degree,Telecommunications,Engineering,0,0,1,1,1,1,-2.498791322,-2.391780105
