employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram,fraudulent
Full-time,Entry level,Bachelor's Degree,35,185,102,0,-5.100922123,-3.549243538,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,100,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,56,473,116,37,-0.495323056,-2.391780105,1,0,0,0,1,0,0,0,1,1,1,1
Part-time,Entry level,High School or equivalent,88,170,191,0,-5.60491141,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Not Applicable,Bachelor's Degree,424,363,504,450,-3.972869919,-4.403047312,0,0,1,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,42,17,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,34,97,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,156,91,0,-2.633916062,-2.853301252,0,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,34,198,0,0,-3.815002963,-2.898919407,1,0,0,0,0,0,0,0,0,1,1,0
Full-time,Not Applicable,Certification,119,152,178,94,-2.169675367,-5.775604967,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,172,99,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Associate,High School or equivalent,44,147,29,12,-4.046239381,-1.458699604,1,0,0,1,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,83,359,95,305,-2.856609018,-3.943048543,1,0,0,0,1,0,1,1,1,0,0,1
Full-time,Unspecified,Unspecified,34,96,284,0,-3.972869919,-2.898919407,1,0,0,0,0,0,0,0,1,1,1,0
Part-time,Entry level,Unspecified,234,149,39,37,-3.769772449,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Temporary,Internship,Some College Coursework Completed,131,156,53,45,-4.209827054,-4.708274573,1,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,Unspecified,95,90,57,0,-6.244489818,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,415,298,99,200,-2.856609018,-2.806386024,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Associate,Unspecified,90,206,68,112,-2.856609018,-4.403047312,0,0,1,0,1,0,1,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,120,36,0,-7.16991887,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,213,140,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,192,121,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Part-time,Entry level,High School or equivalent,88,278,176,0,-3.815002963,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,167,72,0,-3.028126795,-7.745619564,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,0,141,72,18,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,53,160,227,21,-3.437567297,-6.958428728,1,0,0,1,1,1,0,0,0,1,0,0
Full-time,Associate,Unspecified,122,300,101,49,-3.769772449,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,144,61,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,259,37,570,0,-2.823138472,-2.216166691,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Mid-Senior level,Bachelor's Degree,88,258,122,0,-7.612026365,-3.943048543,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,176,113,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Other,Associate,Bachelor's Degree,212,223,175,322,-9.996358046,-2.391780105,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Unspecified,90,168,85,108,-2.856609018,-2.898919407,0,0,0,0,1,0,1,0,0,0,0,0
Unspecified,Unspecified,Unspecified,136,114,97,19,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,0,44,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,0,0
Full-time,Director,Bachelor's Degree,88,346,219,0,-3.028126795,-3.943048543,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Unspecified,214,328,0,6,-2.823138472,-3.549243538,1,0,1,0,1,1,0,1,1,0,1,0
Full-time,Entry level,High School or equivalent,88,171,147,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,122,284,73,48,-3.769772449,-3.943048543,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,0,328,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Part-time,Entry level,High School or equivalent,88,91,82,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,244,104,0,-2.734488544,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,218,114,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Part-time,Entry level,High School or equivalent,88,175,89,0,-3.056588271,-1.458699604,1,0,0,0,1,0,0,0,0,1,0,0
Part-time,Entry level,High School or equivalent,88,158,97,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,53,159,326,21,-2.823138472,-4.403047312,1,0,0,0,1,0,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,156,91,0,-2.015685175,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,193,114,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,Unspecified,153,213,57,83,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Master's Degree,112,132,72,82,-3.972869919,-2.391780105,0,0,0,1,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,71,233,285,114,-5.60491141,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Part-time,Not Applicable,Unspecified,292,492,0,0,-3.972869919,-2.216166691,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,34,113,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,260,99,0,-6.160939402,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,Master's Degree,112,118,67,70,-3.972869919,-2.391780105,0,0,0,1,1,1,0,0,0,0,0,0
Full-time,Not Applicable,Bachelor's Degree,125,312,81,175,-5.60491141,-2.391780105,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Director,Unspecified,76,217,28,21,-3.447741164,-2.851360103,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,46,86,189,52,-2.823138472,-4.403047312,0,0,0,0,1,0,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,258,185,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,288,161,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Part-time,Entry level,High School or equivalent,88,157,99,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,97,192,0,0,-2.633916062,-2.898919407,1,0,1,0,1,1,0,0,0,1,1,0
Part-time,Entry level,High School or equivalent,88,156,85,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Entry level,Some College Coursework Completed,45,36,26,8,-9.740450581,-5.736378521,1,0,0,0,1,1,0,0,1,1,0,0
Full-time,Unspecified,Unspecified,34,125,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Mid-Senior level,Certification,91,348,44,0,-3.972869919,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,74,110,120,60,-4.046239381,-5.775604967,1,0,0,0,1,1,0,0,1,0,1,0
Part-time,Entry level,High School or equivalent,88,327,208,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Director,Bachelor's Degree,88,445,51,0,-3.028126795,-3.943048543,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,157,91,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Director,Bachelor's Degree,230,219,159,23,-2.633916062,-4.403047312,1,0,1,0,1,0,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,50,162,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Contract,Unspecified,Unspecified,0,44,62,0,-2.823138472,-3.981639589,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,High School or equivalent,165,187,135,9,-3.972869919,-3.550086188,1,0,0,1,1,1,0,0,0,0,1,0
Full-time,Director,Unspecified,220,455,93,0,-6.244489818,-3.549243538,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,227,277,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,360,98,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Part-time,Entry level,High School or equivalent,88,278,176,0,-3.815002963,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Associate,Unspecified,0,135,146,15,-5.60491141,-7.745619564,1,0,1,0,1,0,0,0,1,0,0,0
Full-time,Associate,Bachelor's Degree,90,98,89,0,-9.996358046,-2.834705855,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,158,91,0,-6.160939402,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,279,176,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Not Applicable,Master's Degree,194,174,60,60,-5.60491141,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Part-time,Internship,Certification,95,159,159,0,-0.590358018,-2.834705855,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,40,77,224,50,-2.856609018,-4.403047312,0,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,125,281,43,160,-5.60491141,-4.403047312,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Not Applicable,High School or equivalent,83,179,262,45,-3.992018165,-2.898919407,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Not Applicable,Bachelor's Degree,100,211,125,101,-3.437567297,-4.708274573,0,0,1,0,1,1,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,High School or equivalent,88,327,182,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,156,77,0,-4.095068015,-2.853301252,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,170,79,0,-3.815002963,-2.853301252,0,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,0,31,66,18,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Master's Degree,95,286,41,17,-6.244489818,-2.391780105,1,0,0,0,1,1,0,0,0,0,1,0
Temporary,Entry level,Bachelor's Degree,165,126,143,22,-5.60491141,-3.981639589,1,0,0,0,1,1,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,170,78,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,207,164,0,-5.60491141,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Full-time,Entry level,High School or equivalent,88,128,139,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,141,0,0,-3.972869919,-3.550086188,0,0,1,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,260,107,0,-5.60491141,-1.458699604,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Unspecified,0,22,1,1,-0.590358018,-2.853301252,0,0,1,0,0,0,0,0,0,0,0,0
Full-time,Associate,Bachelor's Degree,190,187,120,116,-9.996358046,-3.981639589,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,50,135,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,Unspecified,40,420,33,9,-5.857913451,-3.549243538,1,0,0,1,1,0,0,0,0,0,0,0
Part-time,Internship,Some College Coursework Completed,25,149,53,0,-1.221891359,-4.171497564,1,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,108,480,86,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Associate Degree,347,352,189,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Bachelor's Degree,102,115,126,162,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,0,1,0
Unspecified,Unspecified,Unspecified,70,334,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,High School or equivalent,175,210,100,90,-3.934917469,-3.549243538,1,0,1,0,1,1,0,0,0,1,1,0
Full-time,Unspecified,Unspecified,34,219,0,0,-0.590358018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,88,199,176,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,Bachelor's Degree,0,118,97,14,-5.421035692,-2.391780105,1,0,0,0,0,0,0,0,1,0,0,0
Full-time,Unspecified,Master's Degree,168,540,51,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Certification,50,61,0,0,-6.020860869,-1.458699604,1,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,50,124,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,92,371,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,179,1324,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,91,292,192,0,-9.996358046,-4.835137309,1,0,0,0,1,0,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,143,150,177,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,109,118,128,22,-3.056588271,-4.403047312,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,High School or equivalent,88,379,127,0,-3.056588271,-3.943048543,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,300,163,43,121,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,0,221,76,0,-3.056588271,-3.981639589,1,0,0,0,0,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,117,228,486,43,-2.823138472,-3.572720143,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,220,89,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,156,91,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,136,118,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,190,230,107,116,-9.996358046,-4.403047312,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Not Applicable,Unspecified,0,354,188,31,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,220,399,71,0,-4.095068015,-4.382942415,0,0,0,0,1,0,0,0,1,0,1,0
Contract,Unspecified,Unspecified,86,61,193,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,50,242,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Full-time,Mid-Senior level,High School or equivalent,228,41,267,7,-3.934917469,-2.216166691,1,0,0,0,1,1,0,0,1,1,0,0
Full-time,Unspecified,Bachelor's Degree,93,400,0,0,-2.823138472,-6.958428728,1,0,0,0,1,0,1,0,1,0,1,0
Full-time,Unspecified,Unspecified,34,240,0,0,-0.590358018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,150,180,87,0,-4.567343235,-2.898919407,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,High School or equivalent,88,156,79,0,-3.815002963,-2.853301252,0,0,0,0,1,0,0,0,0,1,0,0
Full-time,Not Applicable,High School or equivalent,136,104,12,2,-2.823138472,-1.458699604,0,0,1,0,1,0,1,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,123,101,0,-6.160939402,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,156,91,0,-9.740450581,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,142,90,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Mid-Senior level,Bachelor's Degree,200,282,96,54,-3.972869919,-2.391780105,0,0,0,0,1,0,0,0,1,0,0,0
Part-time,Entry level,High School or equivalent,88,344,218,0,-7.612026365,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Doctorate,52,135,1,0,-2.155633135,-6.958428728,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,74,214,155,60,-4.046239381,-5.775604967,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Entry level,High School or equivalent,88,169,80,0,-3.056588271,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Unspecified,Unspecified,Unspecified,50,151,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,50,140,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,46,68,165,30,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Associate,High School or equivalent,88,157,101,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,High School or equivalent,88,63,77,0,-9.740450581,-2.853301252,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Entry level,Bachelor's Degree,0,283,54,0,-3.252302048,-3.549243538,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Unspecified,36,100,84,0,-2.498791322,-2.851360103,1,0,0,0,1,0,0,0,0,0,0,0
Full-time,Unspecified,Unspecified,373,142,62,85,-2.856609018,-4.282798225,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,53,136,206,21,-9.996358046,-2.853301252,1,0,0,1,1,1,0,0,1,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,193,114,0,-6.160939402,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,227,29,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,136,118,14,2,-5.857913451,-4.282798225,0,0,0,0,1,1,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,88,213,91,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,34,92,0,0,-2.015685175,-2.898919407,1,0,0,0,0,0,0,0,1,0,1,0
Full-time,Entry level,High School or equivalent,6,82,24,22,-2.498791322,-2.853301252,0,0,0,0,1,1,0,0,0,0,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,300,163,43,121,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,167,303,57,135,-5.60491141,-2.391780105,1,0,1,1,1,1,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,180,114,119,0,-3.437567297,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,166,132,0,-3.291500398,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,79,146,0,-2.169675367,-2.853301252,1,0,0,0,1,0,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,136,102,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1,0
Other,Not Applicable,Unspecified,54,105,107,0,-3.992018165,-2.898919407,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Entry level,High School or equivalent,88,177,132,0,-3.028126795,-2.853301252,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Entry level,Bachelor's Degree,273,205,9,32,-2.856609018,-2.834705855,0,0,0,0,1,1,0,0,0,1,1,0
Full-time,Director,Master's Degree,83,133,161,277,-2.856609018,-2.391780105,1,0,0,0,1,1,1,1,1,0,0,1
Full-time,Mid-Senior level,Doctorate,50,92,13,2,-6.020860869,-6.897744692,1,0,0,0,1,1,0,0,0,1,0,0
Full-time,Unspecified,Unspecified,104,81,22,0,-5.60491141,-2.391780105,0,0,0,0,1,1,0,0,0,0,0,0
Full-time,Mid-Senior level,Bachelor's Degree,105,228,86,115,-3.972869919,-3.549243538,1,0,0,1,1,0,0,0,0,0,1,0
Part-time,Entry level,High School or equivalent,121,173,43,69,-2.498791322,-2.853301252,1,0,0,0,1,1,0,0,0,1,1,0
Unspecified,Unspecified,Unspecified,50,227,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,116,342,184,99,-4.308790063,-2.898919407,1,0,0,0,1,0,0,0,0,1,0,0
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Full-time,Associate,Unspecified,300,374,127,95,-3.972869919,-3.549243538,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,50,156,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Unspecified,Unspecified,22,148,97,47,-5.60491141,-2.391780105,1,0,0,1,1,1,0,0,0,0,0,0
Full-time,Not Applicable,High School or equivalent,190,269,56,50,-1.674331188,-2.853301252,0,0,1,0,1,0,0,0,0,0,1,1
Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,50,166,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,69,306,0,30,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,50,246,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,High School or equivalent,136,97,12,2,-2.823138472,-2.853301252,0,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,300,163,43,121,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1,0
Unspecified,Unspecified,Unspecified,405,681,0,49,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,0,0
Full-time,Mid-Senior level,Unspecified,0,207,207,2,-3.056588271,-3.981639589,1,0,1,0,0,0,0,0,0,0,1,0
Full-time,Mid-Senior level,Unspecified,241,225,113,0,-9.996358046,-3.549243538,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,High School or equivalent,136,308,89,96,-3.959154557,-2.216166691,1,0,0,0,1,1,0,0,1,0,1,0
Full-time,Mid-Senior level,Bachelor's Degree,103,122,45,0,-2.856609018,-4.708274573,0,0,0,0,1,0,0,0,0,0,0,0
Full-time,Mid-Senior level,Unspecified,134,304,78,80,-3.992018165,-4.708274573,1,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,Certification,0,64,5,12,-4.046239381,-2.216166691,1,0,1,0,0,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,300,450,265,176,-2.701610506,-3.080366137,0,0,0,0,1,1,0,0,0,0,0,0
Unspecified,Unspecified,Unspecified,50,295,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0,0
Unspecified,Unspecified,Unspecified,164,161,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Unspecified,Unspecified,96,238,103,0,-3.846767945,-2.898919407,0,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Bachelor's Degree,70,188,68,14,-3.056588271,-4.382942415,1,0,0,0,1,0,0,0,0,0,1,0
Full-time,Associate,Unspecified,20,177,88,55,-2.015685175,-2.391780105,0,0,0,0,1,1,0,0,1,0,1,0
Full-time,Associate,Bachelor's Degree,150,269,91,0,-2.823138472,-4.403047312,1,0,0,0,1,0,0,0,1,0,1,0
Part-time,Entry level,High School or equivalent,80,399,0,0,-3.056588271,-3.549243538,1,0,0,0,1,1,0,0,1,1,1,0
Full-time,Not Applicable,High School or equivalent,136,120,12,2,-3.992018165,-2.898919407,0,0,0,0,1,1,0,0,0,0,1,0
Full-time,Entry level,High School or equivalent,88,150,91,0,-7.612026365,-1.458699604,1,0,0,0,1,0,0,0,0,1,0,0
Full-time,Entry level,Bachelor's Degree,33,103,95,36,-3.056588271,-2.898919407,1,0,1,0,1,1,0,0,0,1,1,0
