fraudulent,employment_type,required_experience,required_education,company_profile_length,description_length,requirements_length,benefits_length,industry_SWOE,function_SWOE,from_US,money_in_title,mentions_salary,telecommuting,has_company_logo,has_questions,has_email,has_phone,has_url,has_fraud_bigram,has_legit_bigram
0,Full-time,Director,Bachelor's Degree,36,240,163,0,-2.823138472,-4.708274573,1,0,0,0,1,1,0,0,0,0,0
0,Part-time,Unspecified,Unspecified,150,313,139,0,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,1,1
0,Unspecified,Unspecified,Master's Degree,74,247,62,136,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,143,116,52,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,1
0,Full-time,Not Applicable,Unspecified,116,130,154,43,-3.972869919,-7.917538129,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Unspecified,Master's Degree,73,68,89,0,-2.701610506,-3.981639589,0,0,0,0,1,0,0,0,1,0,0
0,Full-time,Unspecified,Unspecified,165,98,104,38,-2.823138472,-3.550086188,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Unspecified,Unspecified,88,192,22,166,-2.633916062,-3.549243538,1,0,1,0,1,0,0,0,1,1,1
0,Full-time,Mid-Senior level,Master's Degree,0,93,57,42,-3.972869919,-2.851360103,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,34,43,119,0,-1.65492899,-3.549243538,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,190,196,0,40,-2.169675367,-1.458699604,1,0,1,0,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,57,54,209,21,-9.996358046,-2.391780105,1,0,1,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,108,197,121,13,-2.498791322,-2.853301252,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Unspecified,Bachelor's Degree,127,239,115,10,-2.823138472,-4.403047312,1,0,0,0,1,1,0,0,1,0,1
0,Part-time,Entry level,High School or equivalent,118,150,54,18,-6.958428728,-2.853301252,1,0,0,0,1,1,0,0,0,0,0
0,Contract,Not Applicable,Certification,30,265,11,0,-4.046239381,-5.775604967,1,0,0,0,0,0,0,0,0,1,1
0,Full-time,Associate,High School or equivalent,0,90,77,12,-4.308790063,-3.572720143,1,0,0,0,1,0,0,0,0,1,1
0,Full-time,Associate,Associate Degree,68,369,92,35,-9.740450581,-5.736378521,1,0,1,0,1,1,0,0,1,0,1
0,Full-time,Executive,Unspecified,0,33,12,13,-2.169675367,-2.898919407,1,0,0,0,0,0,0,0,0,0,0
0,Full-time,Entry level,Unspecified,153,189,61,79,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,1,1,1
0,Full-time,Entry level,High School or equivalent,87,237,74,42,-2.498791322,-2.853301252,1,0,1,0,1,0,0,0,0,1,0
0,Contract,Mid-Senior level,Bachelor's Degree,168,214,77,47,-3.846767945,-4.708274573,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Associate,Unspecified,158,205,164,182,-3.972869919,-5.797110239,1,0,0,0,1,0,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,70,70,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Mid-Senior level,Bachelor's Degree,199,712,71,23,-3.972869919,-4.708274573,1,0,0,0,1,1,0,0,0,0,1
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Part-time,Not Applicable,Master's Degree,101,234,29,0,-6.20358694,-2.898919407,1,0,0,0,1,0,0,0,0,1,0
0,Unspecified,Unspecified,Unspecified,164,185,203,64,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,0,1
0,Full-time,Not Applicable,High School or equivalent,136,102,12,2,-2.823138472,-1.458699604,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,111,113,150,0,-5.60491141,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Other,Internship,Unspecified,0,246,57,0,-3.252302048,-4.403047312,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,36,167,127,76,-5.60491141,-4.708274573,1,0,0,0,1,1,0,0,1,0,1
0,Temporary,Unspecified,Bachelor's Degree,56,118,126,0,-2.823138472,-4.403047312,0,0,0,0,1,0,0,0,0,0,1
0,Contract,Associate,High School or equivalent,55,155,33,0,-3.769772449,-2.853301252,1,0,0,0,0,0,0,0,0,1,0
0,Full-time,Associate,Bachelor's Degree,47,193,100,8,-2.856609018,-4.403047312,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,123,101,90,22,-9.996358046,-2.391780105,1,0,1,0,1,1,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,190,225,140,116,-9.996358046,-3.549243538,1,0,1,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Vocational,0,125,12,7,-4.209827054,-3.549243538,0,0,1,0,0,0,0,0,0,0,0
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Unspecified,Bachelor's Degree,81,130,160,180,-3.972869919,-2.898919407,0,0,0,0,1,1,0,0,1,1,1
0,Full-time,Unspecified,Unspecified,292,561,0,0,-2.498791322,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Associate,Unspecified,143,39,486,0,-0.495323056,-3.080366137,1,0,0,0,1,1,0,0,0,1,1
0,Full-time,Unspecified,Unspecified,147,121,58,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,0,133,136,182,-9.996358046,-2.391780105,0,0,0,0,0,0,1,0,0,0,1
0,Full-time,Associate,Bachelor's Degree,61,415,187,86,-3.972869919,-3.981639589,0,0,1,0,1,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,0,133,119,161,-9.996358046,-4.708274573,0,0,0,0,0,0,1,0,0,0,1
0,Part-time,Not Applicable,Unspecified,114,154,13,30,-2.169675367,-5.775604967,0,0,0,0,1,1,0,0,0,1,0
0,Full-time,Associate,Unspecified,2,152,0,0,-1.843491945,-2.898919407,1,0,1,0,1,1,0,0,1,1,1
0,Full-time,Entry level,Bachelor's Degree,165,145,23,28,-3.972869919,-3.981639589,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Entry level,High School or equivalent,136,348,78,63,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,1
0,Full-time,Associate,Bachelor's Degree,125,182,64,36,-5.60491141,-1.84570792,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,118,78,18,-6.787626341,-4.403047312,0,0,0,0,0,1,0,0,0,0,0
0,Full-time,Associate,Bachelor's Degree,106,101,92,58,-7.16991887,-2.391780105,1,0,0,0,1,0,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,56,210,105,28,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Bachelor's Degree,171,403,152,3,-2.856609018,-3.549243538,1,0,1,0,1,1,0,0,0,0,1
0,Full-time,Entry level,High School or equivalent,136,401,78,69,-3.959154557,-5.775604967,1,0,0,0,1,1,0,0,1,1,1
0,Full-time,Mid-Senior level,Master's Degree,216,261,77,0,-5.60491141,-1.7465462,0,0,1,0,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,240,73,88,119,-2.856609018,-2.351014509,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Not Applicable,Unspecified,39,245,106,2,-3.769772449,-4.403047312,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Not Applicable,Unspecified,262,247,52,0,-9.996358046,-4.708274573,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Associate,Bachelor's Degree,165,224,207,218,-5.60491141,-2.391780105,0,0,1,0,1,1,0,0,1,1,1
0,Unspecified,Unspecified,Unspecified,300,163,43,193,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,90,301,75,133,-2.894588944,-2.898919407,1,0,0,0,1,0,0,0,1,0,1
0,Contract,Internship,Unspecified,0,82,41,0,-5.60491141,-4.708274573,1,0,0,1,0,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Entry level,High School or equivalent,237,208,0,0,-2.633916062,-2.853301252,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Unspecified,Bachelor's Degree,357,376,47,100,-3.972869919,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Contract,Entry level,High School or equivalent,87,131,42,0,-3.056588271,-2.853301252,0,0,1,0,1,0,0,0,0,0,1
0,Full-time,Associate,High School or equivalent,270,326,0,0,-3.735790633,-7.789313116,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Not Applicable,Professional,17,154,39,18,-6.20358694,-6.689872209,0,0,1,0,1,1,0,0,0,0,1
0,Full-time,Director,Bachelor's Degree,87,407,185,52,-2.169675367,-1.84570792,1,0,0,0,1,1,0,0,0,0,1
0,Temporary,Unspecified,Unspecified,33,69,62,94,-2.633916062,-3.549243538,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,210,259,0,0,-2.856609018,-7.789313116,0,0,0,0,1,0,0,0,1,0,0
0,Unspecified,Unspecified,Unspecified,69,205,0,25,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Mid-Senior level,Unspecified,259,41,61,259,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Part-time,Associate,Bachelor's Degree,174,308,100,27,-5.60491141,-2.391780105,0,0,0,1,1,1,0,0,0,1,1
0,Full-time,Associate,Unspecified,0,114,82,68,-3.056588271,-3.549243538,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,34,114,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Associate,Unspecified,20,126,115,29,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,53,268,103,9,-3.846767945,-4.403047312,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,860,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,79,17,89,0,-1.006104093,-4.403047312,0,0,0,0,1,0,0,0,1,0,0
0,Full-time,Not Applicable,High School or equivalent,136,90,11,2,-2.823138472,-2.853301252,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Entry level,Unspecified,95,149,0,0,-4.095068015,-3.981639589,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,116,326,158,99,-4.308790063,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Associate,Unspecified,136,96,13,4,-2.823138472,-3.549243538,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Not Applicable,High School or equivalent,136,120,12,2,-3.992018165,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,44,77,84,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Associate Degree,100,90,238,29,-3.056588271,-3.943048543,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Director,Master's Degree,106,195,195,21,-3.972869919,-2.834705855,0,0,1,0,0,0,0,0,0,1,1
0,Full-time,Mid-Senior level,Bachelor's Degree,53,179,144,21,-9.996358046,-2.391780105,1,0,0,1,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,190,244,126,116,-9.996358046,-2.851360103,1,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,373,400,36,117,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,0,23,24,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,0,0,1
0,Full-time,Entry level,Unspecified,214,50,5,3,-2.856609018,-3.549243538,1,0,0,0,1,1,1,1,1,0,1
0,Full-time,Unspecified,Unspecified,165,102,78,38,-2.823138472,-3.550086188,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,134,98,25,13,-5.60491141,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Unspecified,Unspecified,34,96,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Associate,Bachelor's Degree,68,169,81,41,-6.20358694,-2.806386024,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,252,97,62,0,-0.495323056,-2.216166691,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Mid-Senior level,Master's Degree,0,268,126,265,-3.291500398,-2.851360103,0,0,1,0,1,0,1,0,0,0,1
0,Full-time,Unspecified,Unspecified,34,222,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Unspecified,Some college coursework,34,101,0,0,-2.823138472,-3.549243538,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Unspecified,Bachelor's Degree,45,164,124,65,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,1,0,1
0,Full-time,Entry level,Bachelor's Degree,0,132,91,0,-5.60491141,-3.981639589,0,0,1,1,0,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,157,279,100,0,-3.972869919,-3.981639589,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,175,0,0,-0.495323056,-2.391780105,1,0,0,0,0,0,0,0,0,0,0
0,Contract,Mid-Senior level,Bachelor's Degree,0,162,316,0,-2.834459249,-3.550086188,0,0,0,0,0,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,143,241,206,0,-0.495323056,-3.080366137,1,0,0,0,1,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,0,139,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,1,0,0,0
0,Full-time,Director,Bachelor's Degree,120,452,0,0,-3.972869919,-4.403047312,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,106,135,135,7,-3.972869919,-2.898919407,1,0,1,0,0,0,0,0,0,0,0
0,Temporary,Unspecified,Unspecified,50,99,0,0,-2.823138472,-2.391780105,0,0,0,0,1,0,0,0,1,0,0
0,Other,Executive,Unspecified,0,135,1,0,-2.823138472,-2.898919407,0,0,0,0,0,0,0,0,1,0,0
0,Contract,Mid-Senior level,Bachelor's Degree,87,140,157,0,-3.291500398,-4.382942415,1,0,0,0,1,1,0,0,0,0,1
0,Full-time,Not Applicable,Bachelor's Degree,87,347,106,24,-3.972869919,-3.981639589,1,0,0,0,1,1,0,0,0,0,0
0,Full-time,Unspecified,Unspecified,12,116,395,211,-2.823138472,-2.898919407,0,0,0,0,1,0,1,1,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,106,149,149,11,-3.972869919,-3.981639589,1,0,1,0,0,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,106,115,115,11,-3.972869919,-3.981639589,1,0,1,0,0,0,0,0,0,0,0
0,Full-time,Not Applicable,Unspecified,0,93,213,8,-5.325283158,-2.851360103,1,0,1,0,0,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,100,175,53,0,-1.843491945,-3.943048543,1,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,65,141,60,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,0
0,Contract,Mid-Senior level,Unspecified,292,493,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,164,413,87,36,-5.60491141,-2.898919407,0,0,1,0,1,1,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,73,50,153,0,-2.701610506,-3.080366137,0,0,0,0,1,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,54,85,161,16,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,0
0,Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Unspecified,Unspecified,Unspecified,130,22,1,0,-2.823138472,-2.898919407,1,0,0,1,1,0,0,0,0,0,0
0,Full-time,Unspecified,Unspecified,34,99,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Director,Unspecified,230,188,23,8,-2.823138472,-3.981639589,1,0,1,0,1,0,0,0,0,0,0
0,Full-time,Unspecified,High School or equivalent,175,210,100,90,-3.934917469,-3.549243538,1,0,1,0,1,1,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,112,35,62,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,1,0
0,Unspecified,Not Applicable,High School or equivalent,136,84,12,2,-4.308790063,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Contract,Mid-Senior level,Certification,25,96,154,79,-2.12660484,-5.736378521,0,0,1,0,1,1,0,0,0,0,1
0,Full-time,Associate,Bachelor's Degree,0,108,137,112,-2.856609018,-2.216166691,1,0,0,0,0,0,0,0,0,0,0
0,Full-time,Associate,Associate Degree,347,378,183,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1
0,Full-time,Associate,Bachelor's Degree,190,251,122,114,-9.996358046,-4.403047312,0,0,0,0,1,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,125,167,193,143,-2.169675367,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,402,217,67,29,-2.498791322,-2.391780105,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Not Applicable,Unspecified,139,306,152,0,-3.972869919,-4.403047312,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Associate,Unspecified,152,88,139,0,-3.972869919,-2.898919407,0,0,0,0,1,0,0,0,1,0,0
0,Full-time,Unspecified,Unspecified,34,112,180,0,-0.590358018,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,34,125,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,69,44,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Associate,Bachelor's Degree,119,281,45,213,-2.856609018,-2.806386024,0,0,0,0,1,0,0,0,1,0,1
0,Unspecified,Unspecified,Unspecified,57,71,54,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Mid-Senior level,Unspecified,256,239,105,0,-2.856609018,-3.549243538,0,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,134,175,87,88,-2.823138472,-2.898919407,1,0,0,0,1,1,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,898,34,0,-3.846767945,-7.789313116,0,0,0,0,1,0,0,0,0,0,0
0,Full-time,Director,Bachelor's Degree,126,15,120,14,-9.996358046,-3.549243538,1,0,0,1,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,High School or equivalent,35,231,134,8,-3.883577873,-3.549243538,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Unspecified,Bachelor's Degree,112,29,0,0,-2.701610506,-2.806386024,0,0,0,0,1,0,0,0,0,1,0
0,Contract,Mid-Senior level,Unspecified,85,317,0,0,-4.567343235,-2.898919407,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Unspecified,156,43,121,0,-2.628724992,-2.391780105,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,100,312,76,64,-3.291500398,-3.943048543,1,0,0,0,1,1,0,0,0,0,1
0,Full-time,Associate,Bachelor's Degree,50,292,87,219,-3.972869919,-2.391780105,1,0,0,0,1,1,1,0,1,0,1
0,Full-time,Not Applicable,Unspecified,56,207,90,0,-3.846767945,-4.835137309,0,0,0,0,1,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,116,109,95,117,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,1,0
0,Full-time,Unspecified,Unspecified,17,79,36,23,-2.498791322,-2.391780105,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Bachelor's Degree,112,22,0,0,-2.701610506,-3.981639589,0,0,0,0,1,0,0,0,1,1,1
0,Full-time,Unspecified,Unspecified,34,97,0,0,-5.60491141,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Associate,Unspecified,163,242,133,25,-2.823138472,-4.403047312,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Entry level,Unspecified,39,149,124,0,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Entry level,Unspecified,0,425,0,0,-7.16991887,-3.549243538,0,0,0,0,0,1,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,119,156,92,18,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,34,79,206,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,34,99,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,69,111,42,29,-3.972869919,-2.391780105,0,0,0,0,1,0,0,0,0,0,0
0,Full-time,Associate,Associate Degree,347,431,174,97,-3.972869919,-3.981639589,1,0,1,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Unspecified,27,177,53,0,-7.317348974,-7.789313116,1,0,0,0,1,0,0,0,0,0,1
0,Part-time,Associate,Unspecified,0,717,0,0,-2.734488544,-2.898919407,1,0,1,0,0,0,0,0,0,1,1
0,Full-time,Executive,Master's Degree,0,42,54,12,-2.823138472,-2.351014509,1,0,0,0,0,0,0,0,0,1,0
0,Full-time,Not Applicable,High School or equivalent,136,102,12,2,-4.811207611,-1.458699604,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,0,105,116,0,-3.972869919,-2.898919407,1,0,0,0,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,91,133,40,31,-2.12660484,-2.851360103,0,0,1,0,1,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,136,137,0,0,-4.126344231,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Associate,Unspecified,161,279,71,30,-9.996358046,-2.853301252,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,0,251,245,18,-6.787626341,-2.391780105,0,0,0,0,0,1,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,52,112,119,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,0,0,1
0,Full-time,Entry level,Bachelor's Degree,81,76,64,33,-7.492904484,-3.981639589,0,0,1,0,1,0,1,0,0,0,1
0,Full-time,Associate,Unspecified,13,12,44,0,-2.856609018,-2.834705855,0,0,0,0,1,0,0,0,0,1,1
0,Full-time,Associate,Unspecified,153,155,120,133,-3.056588271,-2.898919407,1,0,0,0,1,0,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,34,250,0,0,-1.65492899,-2.898919407,1,0,0,0,0,0,0,0,1,0,1
0,Full-time,Associate,Bachelor's Degree,0,263,231,0,-2.856609018,-2.898919407,1,0,0,0,0,0,0,0,0,1,1
0,Full-time,Director,Bachelor's Degree,69,407,0,0,-4.567343235,-4.708274573,1,0,0,0,1,1,0,0,0,0,0
0,Full-time,Entry level,Bachelor's Degree,273,262,17,32,-2.856609018,-3.981639589,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Entry level,High School or equivalent,87,237,74,86,-2.498791322,-2.853301252,1,0,1,1,1,0,1,0,0,1,0
0,Full-time,Entry level,High School or equivalent,87,353,124,57,-2.498791322,-2.853301252,1,0,1,1,1,0,0,0,0,1,1
0,Unspecified,Unspecified,Unspecified,0,521,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,1,0,0
0,Full-time,Not Applicable,Unspecified,50,115,108,0,-3.972869919,-2.391780105,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Unspecified,Unspecified,95,230,56,30,-3.972869919,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Other,Entry level,High School or equivalent,65,207,150,12,-7.370729443,-2.853301252,1,0,0,0,1,1,0,0,0,1,0
0,Contract,Mid-Senior level,Unspecified,0,137,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,1
0,Full-time,Unspecified,Unspecified,9,30,91,15,-2.823138472,-2.898919407,0,0,0,0,1,0,0,0,0,0,1
0,Full-time,Entry level,Unspecified,142,137,39,64,-3.056588271,-1.458699604,0,0,0,0,1,0,0,0,1,0,0
0,Contract,Mid-Senior level,Unspecified,0,165,0,0,-2.823138472,-2.898919407,1,0,0,0,0,0,0,0,0,0,0
0,Contract,Unspecified,Bachelor's Degree,9,41,17,3,-9.740450581,-2.898919407,1,0,0,0,1,1,0,0,1,0,0
0,Full-time,Unspecified,Unspecified,50,82,0,0,-2.823138472,-2.898919407,0,0,0,0,1,1,0,0,1,0,0
0,Full-time,Associate,Bachelor's Degree,119,283,43,161,-5.60491141,-4.403047312,1,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,136,101,0,0,-2.823138472,-2.898919407,0,0,0,0,1,0,1,0,0,0,1
0,Full-time,Entry level,High School or equivalent,87,149,155,28,-2.498791322,-2.853301252,1,0,1,1,1,0,0,0,0,0,0
0,Unspecified,Unspecified,Unspecified,225,274,0,0,-2.823138472,-2.898919407,1,0,0,0,1,0,0,0,0,0,1
0,Full-time,Mid-Senior level,Bachelor's Degree,163,153,120,8,-2.498791322,-4.403047312,0,0,1,0,1,0,0,0,0,0,1
0,Temporary,Unspecified,Unspecified,81,275,118,0,-3.437567297,-4.708274573,0,0,0,0,1,1,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,199,152,116,129,-3.972869919,-2.851360103,0,0,1,0,1,1,0,0,1,1,0
0,Full-time,Entry level,High School or equivalent,35,62,16,0,-1.843491945,-1.458699604,1,0,0,0,1,0,0,0,0,0,1
0,Unspecified,Unspecified,Unspecified,47,261,33,73,-2.701610506,-2.898919407,0,0,0,0,1,0,0,0,0,0,0
0,Full-time,Mid-Senior level,Unspecified,330,175,140,98,-7.492904484,-2.391780105,0,0,0,0,1,1,0,0,1,0,1
0,Full-time,Entry level,Unspecified,0,140,15,6,-2.169675367,-2.898919407,0,0,1,0,1,0,0,0,0,0,0
0,Full-time,Unspecified,Unspecified,34,131,0,0,-3.815002963,-2.898919407,1,0,0,0,0,0,0,0,1,1,1
0,Full-time,Unspecified,Unspecified,116,217,111,0,-2.856609018,-2.898919407,0,0,0,0,1,0,0,0,1,0,1
0,Full-time,Director,Bachelor's Degree,113,336,225,24,-3.056588271,-3.943048543,0,0,0,0,1,0,0,0,0,0,1
